State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Status Of Completion,Category,Village Scheme Type,FHTCS planned,FHTCS provided,Source of Scheme,Un-verified status,Main Schemes Funded From,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physical Work Status,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
madhya pradesh,e.e. phed division sheopur,8328575.0,kinjari anganwadi,0.91,2021-2022,22-02-2021,03-05-2021,not provided,30-04-2024,0.91,0.0,0.91,0.91,0.455,0.91,0.455,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.455,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,8213963.0,patchumari jjm mech.,14.73,2020-2021,08-01-2021,17-02-2021,31-05-2023,10-01-2025,14.73,0.0,14.73,6.19363,4.23243,6.19363,4.23243,ongoing,new pws scheme,svs,43.0,45.0,ground water based,not specified,jjm-pws,pws schemes,14.73,6.628,1.473,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division sidhi,30016172.0,dhanha retro pwss,317.6,2021-2022,24-08-2021,10-02-2022,not provided,31-12-2025,317.6,0.0,317.6,234.4248,107.85765,234.4248,107.85765,ongoing,retrofit/ augmentation,svs,388.0,243.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,317.6,142.92,31.76,20.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,8373490.0,kandrikala retro pwss,213.11,2020-2021,07-10-2020,28-08-2021,not provided,30-06-2025,213.11,0.0,213.11,213.11,95.53234,213.11,95.53234,ongoing,retrofit/ augmentation,svs,16.0,143.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,213.11,95.9,21.311,10.0,ongoing but physically not completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division shajapur,30121019.0,mohammadkheda pwss,104.65,2022-2023,04-08-2022,14-10-2022,26-03-2025,30-06-2025,104.65,0.0,104.65,94.18513,47.09256,94.18513,47.09256,ongoing,new pws scheme,svs,300.0,295.0,ground water based,not specified,jjm-pws,pws schemes,104.65,47.093,10.465,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,8069555.0,gudawal retrofitting,35.33,2020-2021,16-07-2020,26-09-2020,21-05-2023,31-07-2024,35.33,0.0,35.33,30.93807,15.8985,30.93807,15.8985,ongoing,retrofit/ augmentation,svs,320.0,37.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,35.33,15.898,3.533,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30250882.0,samaswada babatola_ps,4.3,2022-2023,04-08-2022,20-07-2023,not provided,31-10-2024,4.3,0.0,4.3,4.1,2.05,4.1,2.05,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.15,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division morena,30154691.0,barkheda jjm sabalgarh pwss,100.907,2020-2021,31-03-2021,19-05-2022,not provided,31-12-2025,100.907,0.0,100.907,99.98372,40.99186,99.98372,40.99186,ongoing,retrofit/ augmentation,svs,348.0,4.0,bulk water based,not specified,state and others,state & other completed and subsumed for retrofit & augmentation,100.907,45.408,10.091,0.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division dhar,30219176.0,sangwi alias daulatpura pwss,31.53,2022-2023,28-12-2022,29-05-2023,28-06-2024,31-12-2025,31.53,0.0,31.53,25.48678,12.74339,25.48678,12.74339,ongoing,new pws scheme,svs,58.0,46.0,ground water based,not specified,jjm-pws,pws schemes,31.53,14.189,3.153,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8158609.0,mohanpura_pwss retro,77.682,2020-2021,21-12-2020,24-11-2020,12-01-2024,31-12-2025,77.682,0.0,77.682,72.46715,38.51058,72.46715,38.51058,ongoing,retrofit/ augmentation,mvs,391.0,173.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,70.62,35.31,7.062,100.0,physically completed,not provided,2024.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division agar,8308757.0,aganwadi primary school kalyanpura,5.24,2021-2022,01-01-2021,15-04-2021,27-04-2023,28-04-2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.62,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division dindori,8339655.0,chatiya mal school/aganwadi,3.48,2020-2021,24-11-2020,05-04-2021,not provided,31-07-2021,3.48,0.0,3.48,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.74,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division mauganj,30250482.0,pardhaniya(primary school),1.1682,2021-2022,22-08-2021,01-12-2021,not provided,31-03-2024,1.1682,0.0,1.1682,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.584,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249739.0,gulsi_an.,4.83,2020-2021,25-01-2021,27-12-2022,13-11-2024,14-11-2024,4.83,0.0,4.83,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,1.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.415,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,8233031.0,gbps mawai,1.05,2020-2021,11-01-2021,13-01-2021,31-03-2021,31-03-2022,1.05,0.0,1.05,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.525,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,bhopal (e&m) division,8228490.0,new pwss chauka (m),10.63,2020-2021,27-01-2021,17-02-2021,17-06-2023,30-04-2025,10.63,0.0,10.63,10.41728,4.36071,10.41728,4.36071,ongoing,new pws scheme,svs,21.0,21.0,ground water based,not specified,jjm-pws,pws schemes,10.63,4.784,1.063,100.0,physically completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,8368824.0,harra chandel,64.96,2020-2021,01-03-2021,10-09-2021,not provided,31-03-2023,64.96,0.0,64.96,14.79108,7.39554,14.79108,7.39554,ongoing,retrofit/ augmentation,svs,219.0,51.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,64.96,29.232,6.496,0.0,ongoing but physically not completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,8231275.0,kohkadiber (sch),4.42,2020-2021,19-01-2021,08-02-2021,29-07-2024,30-07-2024,4.42,0.0,4.42,3.5,1.5,3.5,1.5,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.21,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249170.0,matakhiari_ps,2.4,2020-2021,20-01-2021,23-11-2022,not provided,not provided,2.4,0.0,2.4,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division parasia,8243806.0,sajwa jjm scheme,85.02,2020-2021,16-07-2020,12-01-2021,not provided,31-12-2025,85.02,0.0,85.02,85.02,7.02868,85.02,7.02868,ongoing,retrofit/ augmentation,svs,149.0,0.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,85.02,38.259,8.502,13.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30233502.0,rajorakhurd_jjm,4.0,2021-2022,27-05-2021,17-01-2023,not provided,15-08-2024,4.0,0.0,4.0,3.8,1.9,3.8,1.9,ongoing,retrofit/ augmentation,svs,43.0,0.0,ground water based,not specified,state and others,state & other completed and subsumed for retrofit & augmentation,4.0,1.8,0.4,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division umaria,30219912.0,chirrawah pws scheme,36.5,2021-2022,30-09-2021,19-06-2023,05-08-2024,31-12-2024,36.5,0.0,36.5,31.87,16.0,31.87,16.0,ongoing,new pws scheme,svs,73.0,68.0,ground water based,not specified,jjm-pws,pws schemes,36.5,17.337,1.825,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division damoh,7764479.0,tindawu  pwss,76.4,2017-2018,17-11-2017,31-07-2017,31-03-2020,31-03-2020,65.04513,0.0,65.04513,76.4,35.17757,65.04513,32.52257,financially completed,new pws scheme,svs,50.0,229.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2020.0,not provided,2020.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8307774.0,premnagar anganwadi,0.91,2020-2021,22-02-2021,18-03-2021,not provided,30-06-2021,0.91,0.0,0.91,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.455,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division parasia,30247566.0,bedadhana school aanganwadi jjm scheme,5.8,2020-2021,06-01-2021,13-04-2023,not provided,31-12-2023,5.8,0.0,5.8,5.8,2.9,5.8,2.9,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.9,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division sardarpur,8376513.0,g45 combined wss for school aanganwadi jjm,50.0,2020-2021,14-01-2021,09-07-2021,not provided,31-12-2025,50.0,0.0,50.0,39.1345,19.5675,39.1345,19.5675,ongoing,new pws scheme,svs,2.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,25.0,0.0,80.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30162647.0,new pwss kamtha,46.9,2022-2023,19-04-2022,06-12-2022,24-10-2024,31-12-2025,46.9,0.0,46.9,38.88211,19.44106,38.88211,19.44106,ongoing,new pws scheme,svs,157.0,35.0,ground water based,not specified,jjm-pws,pws schemes,46.9,21.105,4.69,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8370750.0,mandawar primary school,1.53,2021-2022,31-03-2021,06-04-2021,14-03-2023,02-06-2023,1.5,0.0,1.5,1.5,0.75,1.5,0.75,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30250505.0,ambada_an3,1.81,2020-2021,23-01-2021,26-11-2022,not provided,31-03-2025,1.81,0.0,1.81,1.81,0.85,1.81,0.85,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.905,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30238097.0,megha seoni_ms,2.4,2020-2021,07-11-2020,10-05-2022,not provided,30-11-2023,2.4,0.0,2.4,2.39999,1.19999,2.39999,1.19999,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division anuppur,30234111.0,chatua retrofitting,42.15,2022-2023,27-02-2023,21-06-2023,not provided,31-08-2025,42.15,0.0,42.15,38.86146,19.43073,38.86146,19.43073,ongoing,retrofit/ augmentation,svs,122.0,51.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,42.15,20.021,2.107,70.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30207162.0,amrutpura new jjm pwss,24.36,2022-2023,28-12-2022,19-06-2023,not provided,31-12-2025,24.36,0.0,24.36,5.4,1.575,5.4,1.575,ongoing,new pws scheme,svs,36.0,0.0,ground water based,not specified,jjm-pws,pws schemes,24.36,10.962,2.436,10.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30157204.0,new pwss sankala,58.55,2022-2023,01-09-2022,15-05-2023,not provided,31-12-2025,58.55,0.0,58.55,31.44581,15.26875,31.44581,15.26875,ongoing,new pws scheme,svs,195.0,49.0,ground water based,not specified,jjm-pws,pws schemes,58.55,26.347,5.855,80.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249942.0,hiwarakhande ryt._ps,2.36,2020-2021,25-01-2021,16-01-2023,16-10-2024,31-10-2024,2.36,0.0,2.36,2.36,1.18,2.36,1.18,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.18,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division dhar,8152899.0,pandhaniya npwss 2020,106.68,2020-2021,01-12-2020,02-12-2020,10-03-2025,31-12-2025,106.68,0.0,106.68,89.03002,44.46168,89.03002,44.46168,ongoing,retrofit/ augmentation,mvs,174.0,162.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,106.68,48.006,10.668,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,8390922.0,simariya kala_jjm,72.12,2020-2021,07-07-2020,16-07-2021,29-07-2024,30-04-2025,72.12,0.0,72.12,62.08413,21.82998,62.08413,21.82998,ongoing,retrofit/ augmentation,svs,5.0,0.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,0.0,36.06,0.0,100.0,physically completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8264310.0,kuhanjapur  anganwadi,0.88,2020-2021,18-06-2020,08-03-2021,31-08-2021,30-06-2021,0.88,0.0,0.88,0.87,0.44,0.87,0.44,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.44,0.0,39.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion indore,8132798.0,bihadiya retrofitting scheme,36.98,2020-2021,08-07-2020,03-12-2020,01-06-2023,31-12-2026,36.98,0.0,36.98,34.93754,15.51143,34.93754,15.51143,ongoing,retrofit/ augmentation,svs,177.0,171.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,36.98,16.641,3.698,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249033.0,banskheda_ps 2,1.5,2020-2021,21-01-2021,25-05-2022,not provided,31-12-2024,1.5,0.0,1.5,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,80.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,30159285.0,jagatpur (new svs),29.04,2022-2023,30-08-2022,01-05-2023,not provided,30-06-2025,29.04,0.0,29.04,24.86521,11.21249,24.86521,11.21249,ongoing,new pws scheme,svs,83.0,42.0,ground water based,not specified,jjm-pws,pws schemes,29.04,13.068,2.904,60.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division shajapur,8329325.0,middle/h.s. school part 10 (m.b.),47.4,2021-2022,22-01-2021,22-02-2021,21-07-2023,31-05-2025,47.4,0.0,47.4,31.1984,15.4337,31.1984,15.4337,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,23.7,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division guna,8226615.0,barrukhedi new scheme,26.76,2020-2021,20-11-2020,12-02-2021,18-05-2023,30-06-2024,26.76,0.0,26.76,25.07143,10.57013,25.07143,10.57013,ongoing,new pws scheme,svs,74.0,74.0,ground water based,not specified,jjm-pws,pws schemes,26.76,12.042,2.676,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,30222638.0,lapti pwss,58.95,2022-2023,30-12-2022,12-09-2023,not provided,30-06-2025,58.95,0.0,58.95,57.11708,26.499,57.11708,26.499,ongoing,new pws scheme,svs,142.0,78.0,ground water based,not specified,jjm-pws,pws schemes,58.95,26.528,5.895,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division anuppur,30055074.0,chachai viran pwss,24.85,2022-2023,24-05-2022,25-08-2022,20-11-2023,30-06-2025,24.85,0.0,24.85,21.70564,10.9642,21.70564,10.9642,ongoing,new pws scheme,svs,85.0,85.0,ground water based,not specified,jjm-pws,pws schemes,24.85,11.183,2.485,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,8243531.0,gbps dooda,1.05,2020-2021,11-01-2021,15-01-2021,not provided,31-03-2022,1.05,0.0,1.05,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.525,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30244721.0,mehlari bakol_ps,1.5,2022-2023,02-03-2023,03-08-2023,not provided,29-10-2024,1.5,0.0,1.5,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,bhopal (e&m) division,8354293.0,angwani jjm pwss (m),18.81,2021-2022,06-02-2021,17-05-2021,not provided,30-04-2025,18.81,0.0,18.81,8.70082,3.60588,8.70082,3.60588,ongoing,new pws scheme,svs,2.0,12.0,ground water based,not specified,jjm-pws,pws schemes,18.81,8.464,1.881,69.0,ongoing but physically not completed,not provided,2025.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division mandla,30011992.0,chamarwahi pwss,42.67,2020-2021,18-07-2020,01-10-2021,not provided,31-03-2026,42.67,0.0,42.67,42.67,16.335,42.67,16.335,ongoing,retrofit/ augmentation,svs,153.0,153.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,42.67,20.268,2.134,85.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division shivpuri,8047316.0,bamaur damron pwss  (retrofitting),26.99,2020-2021,15-07-2020,03-09-2020,not provided,31-12-2025,26.99,0.0,26.99,22.48498,11.80164,22.48498,11.80164,ongoing,retrofit/ augmentation,svs,834.0,333.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,26.99,12.145,2.699,35.0,ongoing but physically not completed,not provided,2022.0,not provided,2025.0,23-04-2025
